DT_GERACAO;HH_GERACAO;ANO_ELEICAO;CD_TIPO_ELEICAO;NM_TIPO_ELEICAO;CD_ELEICAO;DS_ELEICAO;DT_ELEICAO;SG_UF;SG_UE;NM_UE;SQ_CANDIDATO;NR_ORDEM_CANDIDATO;CD_TIPO_BEM_CANDIDATO;DS_TIPO_BEM_CANDIDATO;DS_BEM_CANDIDATO;VR_BEM_CANDIDATO;DT_ULTIMA_ATUALIZACAO;HH_ULTIMA_ATUALIZACAO
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2824;3;99;Outros bens e direitos;UM AUTOMOVEL DEL REY ANO 1990;13660,65;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2824;4;99;Outros bens e direitos;UM VEICULO AUTOMOVEL PALIO EDX;20834,88;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2824;5;99;Outros bens e direitos;UMA LINHA TELEFONICA (021) 225-1262;990,03;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;1;99;Outros bens e direitos;UM APTO ED. VARANDA DE COPACABANA, PRAIA DO MORRO, GUARAPARI - ES;15000,00;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;2;99;Outros bens e direitos;UM LOTE TERRENO EM PARQUE DA VELA BRANCA, VILA VELHA - ES;497,77;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;3;99;Outros bens e direitos;TERRENO RURAL MEDINDO 473.750 EM PAVAO, ANCHIETA - ES;27758,91;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;4;99;Outros bens e direitos;UM TERRENO RURAL MEDINDO 1 ALQUEIRE SITUADO EM SAGRADA FAMILIA, ALFREDO CHAVES - ES;4163,84;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;5;99;Outros bens e direitos;UM VEICULO MARCA TOYOTA MOD. CAMINHONETA ANO 1997;13500,00;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;6;99;Outros bens e direitos;CAPITAL SOCIAL DA FIRMA ANTONIO CLAUDIO BISSOLI ME;2000,00;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;7;99;Outros bens e direitos;CADERNETA DE POUPANÇA, BANESTES S/A;4476,36;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;8;99;Outros bens e direitos;SALDO BANCARIO, BANESTES S/A;3617,76;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;9;99;Outros bens e direitos;UM APTO ED. VIAPIA, PRAIA DE ITAPOÃ, VILA VELHA - ES;71546,79;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;10;99;Outros bens e direitos;UM APTO ED. TORRE RIO NEGRO, ED. AMAZONAS PALACE, JARDIM RESPLENDOR, PRAIA DE ITAPOÃ, VILA VELHA - ES;120000,00;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;11;99;Outros bens e direitos;DINHEIRO EM ESPECIE, MOEDA NACIONAL;35000,00;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;12;99;Outros bens e direitos;UM TERRENO MEDINDO 1,2 ALQUEIRES, SAGRADA FAMILIA, ALFREDO CHAVES - ES;15000,00;#NE#;#NE#
19/08/2021;18:49:01;2008;2;Eleição Ordinária;30;ELEIÇÕES 2008;05/10/2008;ES;56057;ALFREDO CHAVES;2825;13;99;Outros bens e direitos;UM AUTOMOVEL FIAT UNO MILLE FLEX;24260,15;#NE#;#NE#
